TITLE,AUTHOR,HATHI_ID,PUBLISHER,YEAR,GENDER,RACE,NATIONALITY,GENRE,YEAR_CORRECT
Traiciones,"Roberts, Nora",,Random House,2000,F,Caucasian,American,ROM,1996
This Is My Daughter,"Robinson, Roxana",,Random House,2000,F,Caucasian,American,LIT,1998
There'S A Boy In The Girls' Bathroom,"Sachar, Louis",,Random House,2000,M,Caucasian,American,YA,1987
Throw A Hungry Loop,"Schenker, Dona",,Random House,2000,female,white,American,WEST,1990
The Vision Of Elena Silves,"Shakespeare, Nicholas",,Random House,2000,M,Caucasian,British,YA,1990
The Young Lions,"Shaw, Irwin",,Random House,2000,M,Caucasian,American,HIST,1976
The Whales'Song,"Sheldon, Dyan",,Random House,2000,F,Caucasian,American,FAN,1990
Thor'S Hammer,"Shetterly, Will",,Random House,2000,M,Caucasian,American,YA,2000
The Young Indiana Jones Chronicles Safari Sleuth,"Singer, A L",,Random House,2000,M,Caucasian,American,YA,1992
Una Academia Muy Austera,"Snicket, Lemony",,Random House,2000,M,Caucasian,American,YA,2000
The Wedding,"Steel, Danielle",,Random House,2000,F,Caucasian,American,LIT,2000
Twisted Taurus,"Steiber, Ellen",,Random House,2000,F,Caucasian,American,ROM,1995
"Too Hot To Handle,","Sterling, Stewart",,Random House,2000,M,Caucasian?,American,DET,1961
Treasure Island,"Stevenson, Robert Louis",,Random House,2000,M,Caucasian,Scottish,YA,1992
The Young Indiana Jones Chronicles,"Stine, Megan",,Random House,2000,F,Caucasian?,American,YA,1992
Thursday'S Child,"Streatfeild, Noel",,Random House,2000,F,Caucasian,British,LIT,1971
Traveling Shoes,"Streatfeild, Noel",,Random House,2000,F,Caucasian,British,YA,1962
Valley Of The Dolls,"Susann, Jacqueline",,Random House,2000,F,Caucasian,American,ROM,1966
Time With Children,"Tallent, Elizabeth",,Random House,2000,F,Caucasian,American,LIT,1987
Three Complete Western Love Stories,"Taylor, Janelle",,Random House,2000,F,,American,WEST,"1995, 1984"
Two Hours To Darkness,"Trew, Antony",,Random House,2000,M,Caucasian,British,HIST,1962
Tom Sawyer,"Twain, Mark",,Random House,2000,M,Caucasian,American,YA,1991
Twice So Fair,"Tyre, Nedra",,Random House,2000,F,Caucasian,American,DET,1971
To Love And Corrupt,"Viertel, Joseph",,Random House,2000,M,Caucasian,American,LIT,1962
The Witching Well,"Vornholt, John",,Random House,2000,M,Caucasian,American,FAN,1995
The Way Forward Is With A Broken Heart,"Walker, Alice",,Random House,2000,F,Black,American,ROM,2000
Time Of The Twins,"Weis, Margaret",,Random House,2000,F,Caucasian,American,FAN,1986
Valentine'S Day In Strawberryland,"West, Cindy",,Random House,2000,F,,,YA,1983
Time Was,"West, John Foster",,Random House,2000,M,Caucasian,American,LIT,1965
Totally Bored Boris!,"Wilhelm, Hans",,Random House,2000,M,Caucasian,American,YA,1986
The Witches,"Williams, Jay",,Random House,2000,M,Caucasian,American,YA,1957
To Dream Upon A Crown,"Williamson, Joanne S",,Random House,2000,F,Caucasian?,American,HIST,1967
The Virginian,"Wister, Owen",,Random House,2000,M,Caucasian,American,ROM,1995
Two Complete Books,"Wolfe, Tom",,Random House,2000,M,Caucasian,American,SCI,1994
Those Who Favor Fire,"Wolk, Lauren",,Random House,2000,F,Caucasian,American,ROM,1998
"Tippecanoe And Tyler, Too!","Young, Stanley",,Random House,2000,M,,American,HIST,1957
Caracol Beach / | $c: Eliseo Alberto ; translated from the Spanish by Edith Grossman.,"Alberto, Eliseo,",mdp.39015042871189,New York|Alfred Knopf|Distributed by Random House|2000.,2000,male,latinx,cuban,ROM,2000
The verificationist / | $c: Donald Antrim.,"Antrim, Donald.",mdp.39015047735868,New York|Knopf|Distributed by Random House|2000.,2000,male,white,american,LIT,2000
A blind man can see how much I love you : | stories / | $c: Amy Bloom.,"Bloom, Amy,",mdp.39015050112484,New York|Random House|2000.,2000,F,Caucasian,American,LIT,2000
True history of the Kelly gang / | $c: Peter Carey,"Carey, Peter",uc1.32106015775429,New York|Knopf|Distributed by Random House|2000,2000,M,Caucasian,Australian,HIST,2000
Killing time : | a novel of the future / | $c: Caleb Carr.,"Carr, Caleb,",mdp.39015049544417,New York|Random House|c2000.,2000,male,white,american,SCI,2000
The amazing adventures of Kavalier & Clay : | a novel / | $c: Michael Chabon.,"Chabon, Michael.",mdp.39015046459338,New York|Random House|c2000.,2000,male,white,american,DET,2000
City of God : | a novel / | $c: E.L. Doctorow.,"Doctorow, E. L.,",mdp.39015043412298,New York|Random House|2000.,2000,male,white,american,LIT,2000
Loving Graham Greene : | a novel / | $c: Gloria Emerson.,"Emerson, Gloria.",mdp.39015049548798,New York|Random House|c2000.,2000,female,white,american,LIT,2000
The family orchard : | a novel / | $c: by Nomi Eve.,"Eve, Nomi,",mdp.39015049547840,New York|Knopf|Distributed by Random House|2000.,2000,female,white,american,LIT,2000
A & R : | a novel / | $c: Bill Flanagan.,"Flanagan, Bill,",mdp.39015042570807,New York|Random House|c2000.,2000,M,Caucasian,American,DET,2000
"The binding chair, or, A visit from the Foot Emancipation Society : | a novel / | $c: Kathryn Harrison.","Harrison, Kathryn.",mdp.39015047868453,New York|Random House|c2000.,2000,F,Caucasian,American,ROM,2000
Abyssinian chronicles / | $c: Moses Isegawa,"Isegawa, Moses,",uc1.32106012437197,New York|Knopf|Distributed by Random House|2000,2000,male,black,ugandan,LIT,2000
When we were orphans / | $c: Kazuo Ishiguro,"Ishiguro, Kazuo,",uc1.32106018921913,New York|A.A. Knopf|Distributed by Random House|2000,2000,M,Asian,British,LIT,2000
The two hearts of Kwasi Boachi / | $c: Arthur Japin ; translated from the Dutch by Ina Rilke.,"Japin, Arthur,",mdp.39015061164078,New York|Alfred A. Knopf|Distributed by Random House|2000.,2000,male,white,dutch,HIST,2000
Dr. Death : | a novel / | $c: Jonathan Kellerman.,"Kellerman, Jonathan.",mdp.39015049549978,New York|Random House|c2000.,2000,M,Caucasian,American,DET,2000
Sam the cat and other stories / | $c: Matthew Klam.,"Klam, Matthew.",mdp.39015042951130,New York|Random House|c2000.,2000,male,white,american,ROM,2000
Chaos theory : | a novel / | $c: Gary Krist.,"Krist, Gary.",mdp.39015043412447,New York|Random House|c2000.,2000,M,Caucasian,American,DET,2000
A conspiracy of paper : | a novel / | $c: David Liss.,"Liss, David.",mdp.39015048573680,New York|Random House|c2000.,2000,M,Caucasian,American,HIST,2000
The missing world : | a novel / | $c: by Margot Livesey,"Livesey, Margot",uc1.32106012467038,"New York|Knopf|Distributed by Random House|2000, c1999",2000,F,Caucasian,American,ROM,2000
The fundamentals of play : | a novel / | $c: Caitlin Macy.,"Macy, Caitlin.",mdp.39015050118945,New York|Random House|c2000.,2000,female,white,american,LIT,2000
Windchill summer : | a novel / | $c: Norris Church Mailer.,"Mailer, Norris Church.",mdp.39015042475015,New York|Random House|c2000.,2000,female,white,american,ROM,2000
Martha Peake : | a novel of the Revolution / | $c: Patrick McGrath.,"McGrath, Patrick,",mdp.39015050329484,New York|Random House|c2000.,2000,male,white,british,HIST,2000
The folding cliffs : | a narrative / | $c: W.S. Merwin.,"Merwin, W. S. (William Stanley),",pst.000066110309,New York|Alfred A. Knopf|Distributed by Random House|2000.,2000,male,white,american,HIST,2000
The romantics : | a novel / | $c: Pankaj Mishra,"Mishra, Pankaj",uc1.32106012396328,New York|Random House|c2000,2000,male,asian,indian,LIT,2000
MotherKind : | a novel / | $c: by Jayne Anne Phillips.,"Phillips, Jayne Anne,",mdp.39015047865236,New York|Knopf|Distributed by Random House|2000.,2000,F,white,American,ROM,2000
Omerta / | $c: Mario Puzo,"Puzo, Mario,",uc1.32106015877050,New York|Random House|c2000,2000,male,white,italian,DET,2000
Blameless : | a novel / | $c: Lisa Reardon.,"Reardon, Lisa.",mdp.39015050128605,New York|Random House|c2000.,2000,female,white,american,DET,2000
Merrick : | a novel / | $c: by Anne Rice.,"Rice, Anne,",mdp.39015050290710,New York|A.A. Knopf|Distributed by Random House|c2000.,2000,female,white,american,FAN,2000
"What she saw in Roger Mancuso, G__í_Œ‚í_Œé__nter Hopstock, Jason Barry Gold, Spitty Clark, Jack Geezo, Humphrey Fung, Claude Duvet, Bruce Bledstone, Kevin McFeeley, Arnold Allen, Pablo Miles, Anonymous 1-4, Nobody 5-8, Neil Schmertz, and Bo Pierce : | a novel / | $c: Lucinda Rosenfeld.","Rosenfeld, Lucinda.",mdp.39015049529558,New York|Random House|c2000.,2000,female,white,american,,2000
The song and the truth / | $c: Helga Ruebsamen ; translated from the Dutch by Paul Vincent,"Ruebsamen, Helga",uc1.32106015081398,New York|Knopf|Distributed by Random House|2000,2000,female,white,dutch,HIST,2000
Lying awake / | $c: Mark Salzman ; [illustrations by Stephanie Shieldhouse].,"Salzman, Mark.",mdp.39015050326902,New York|Knopf|Distributed by Random House|2000.,2000,M,Caucasian,American,LIT,2000
Day of the bees : | a novel / | $c: Thomas Sanchez.,"Sanchez, Thomas.",mdp.39015048859956,New York|A.A. Knopf|Distributed by Random House|2000.,2000,male,na,american,ROM,2000
Another song about the king : | a novel / | $c: Kathryn Stern.,"Stern, Kathryn Glasgow.",mdp.39015047868230,New York|Random House|c2000.,2000,female,white,american,ROM,2000
Magic terror : | seven tales / | $c: Peter Straub.,"Straub, Peter.",mdp.39015050116790,New York|Random House|c2000.,2000,male,white,american,FAN,2000
What a woman must do : | a novel / | $c: Faith Sullivan.,"Sullivan, Faith.",mdp.39015050113250,New York|Random House|c2000.,2000,F,Caucasian,American,ROM,2000
Dead and gone / | $c: Andrew Vachss.,"Vachss, Andrew H.",mdp.39015050018327,New York|Knopf|Distributed by Random House|2000.,2000,male,white,american,DET,2000
Run / | $c: by Douglas E. Winter.,"Winter, Douglas E.",mdp.39015042553050,New York|Knopf|Distributed by Random House|2000.,2000,male,white,american,DET,2000
Wonderful town : | New York stories from The New Yorker / | $c: edited by David Remnick with Susan Choi.,,mdp.39015042088628,New York|Random House|c2000.,2000,na,na,na,LIT,2000
Visitors From Space,"West, Cathy",,Random House,"1965, 1964",F,Caucasian,Bermudan,YA,1987
Vittorio The Vampire,"Rice, Anne",,Random House,"1968, 1967",M,Caucasian,American,FAN,1999
Vote X For Treason,"Cleeve, Brian Talbot",,Random House,"1973, 1972",M,Caucasian,British,DET,1965
Void Moon,"Connelly, Michael",,Random House,"1973, 1972",M,Caucasian,American,DET,1999
Voyager,"Gabaldon, Diana",,Random House,"1974, 1970",F,Mixed,American,SCI,1994
Waldo And The Desert Island Adventure,"Wilhelm, Hans",,Random House,"1980, 1972",M,Caucasian,American,YA,1986
Walt Disney Productions Presents The Black Hole Storybook,"Steneman, Shep",,Random House,"1985, 1979",,,,SCI,1979
Walter The Warlock,"Hautzig, Deborah",,Random House,"1985, 1982",F,Caucasian,American,YA,1996
Walter Winchell,"Herr, Michael",,Random House,"1985, 1983",M,Caucasian,American,LIT,1990
War Of The Twins,"Weis, Margaret",,Random House,"1987, 1981",F,Caucasian,American,FAN,1986
Water Wishes,"Loehr, Mallory",,Random House,"1990, 1962",F,Caucasian,American,YA,1999
"Wax Apple,","Coe, Tucker",,Random House,"1991, 1974",M,Caucasian,American,DET,1970
"Waylaid In Boston,","Paul, Elliot",,Random House,"1991, 1989",M,Caucasian,American,DET,1953
Wednesday The Rabbi Got Wet,"Kemelman, Harry",,Random House,"1991, 1990",,,American,DET,1990
Welcome To No Man'S Valley,"Mccarley, Laura",,Random House,"1991, 1990",F,,,YA,1981
Weasel'S Luck,"Williams, Michael",,Random House,"1991, 1990",M,Caucasian,American,FAN,1988
Werewolves For Lunch,"Farber, Erica",,Random House,"1992, 1962",F,white,American,YA,1996
Wet Work,"Buckley, Christopher",,Random House,"1992, 1977",M,Caucasian,American,DET,1991
What Can You Do With A Pocket?,"Merriam, Eve",,Random House,"1992, 1990",F,Caucasian,American,YA,1964
What The Body Remembers,"Baldwin, Shauna Singh",,Random House,"1992, 1991",F,Asian,Canadian,LIT,1999
What Katya Did Next,"Lang, Adele",,Random House,"1992, 1991",F,Caucasian?,Australian,ROM,1998
What Did Santa Bring?,"Miller, J P",,Random House,"1992, 1991",M,,,YA,1981
What Happened In Hamelin,"Skurzynski, Gloria",,Random House,"1992, 1991",F,Caucasian,American,YA,1993
When Artie Was Little,"Schwartz, Harriet Berg",,Random House,"1993, 1989",F,Caucasian,American,YA,1996
When Boy Likes Girl,"Stowe, Aurelia,",,Random House,"1993, 1991",,,,YA,1962
When Dad Cuts Down The Chestnut Tree,"Ayres, Pam",,Random House,"1993, 1992",F,Caucasian,British,YA,1988
When The Emperor Dies,"Smith, Mason Mccann",,Random House,"1993, 1992",M,Caucasian,American,HIST,1981
When We Were Wolves,"Billman, Jon",,Random House,"1994, 1970",M,Caucasian,American,WEST,1999
Where Love Goes,"Maynard, Joyce",,Random House,"1994, 1984",F,Caucasian,American,ROM,1995
Where The Red Fern Grows,"Rawls, Wilson",,Random House,"1994, 1988",M,Caucasian,American,YA,"1996, 1961"
Whichaway,"Swarthout, Glendon",,Random House,"1994, 1990",M,Caucasian,American,WEST,"1992, 1966"
White Bird,"Bulla, Clyde Robert",,Random House,"1994, 1991",M,Caucasian,American,YA,1990
White Gold Wielder,"Donaldson, Stephen R",,Random House,"1994, 1993",M,Caucasian,American,YA,1983
White Jazz,"Ellroy, James",,Random House,"1994, 1993",M,Caucasian,American,DET,1992
White Shark,"Benchley, Peter",,Random House,"1995, 1982",M,Caucasian,American,SCI,1994
White Teeth,"Smith, Zadie",,Random House,"1995, 1984",F,Black/Caucasian,British,LIT,2000
Who Are The People In Your Neighborhood?,"Penick, Ib",,Random House,"1995, 1988",M,Caucasian,American,YA,1974
Who Rides With Wyatt,"Henry, Will",,Random House,"1995, 1992",M,Caucasian,American,WEST,1955
Who Stole The Wizard Of Oz?,Avi,,Random House,"1995, 1993",M,Caucasian,American,YA,1981
Why Not Me?,"Franken, Al",,Random House,"1995, 1994",M,Caucasian,American,DET,1999
Who Will Run The Frog Hospital?,"Moore, Lorrie",,Random House,"1995, 1994",F,Caucasian,American,LIT,1995
Why Pick On Me?,"Sachar, Louis",,Random House,"1995, 1994",M,Caucasian,American,YA,1993
Wild Justice,"Turello, Al",,Random House,"1996, 1961",,,,DET,1995
Wild Magic,"Pierce, Tamora",,Random House,"1996, 1965",F,Caucasian,American,FAN,1997
Wild Magic (#1),"Pierce, Tamora",,Random House,"1996, 1967",F,Caucasian,American,FAN,"1997, 1992"
Wilde Eve,"Langley, Eve Maria",,Random House,"1996, 1979",F,Caucasian,Australian,LIT,1999
Wilderness,"Warren, Robert Penn",,Random House,"1996, 1985",M,Caucasian,American,HIST,1961
Wilderness Passage,"Blake, Forrester",,Random House,"1996, 1993",,,,HIST,1953
Willy And Hugh,"Browne, Anthony",,Random House,"1996, 1995",M,Caucasian,British,YA,1991
Willy The Wimp,"Browne, Anthony",,Random House,"1996, 1995",M,Caucasian,British,YA,1984
Wind And Water,"Geok, Ang Chin",,Random House,"1996, 1995",F,Asian,Australian,ROM,1997
Willow King,"Platt, Chris",,Random House,"1996, 1995",F,Caucasian,American,YA,1998
Wilt On High,"Sharpe, Tom",,Random House,"1996, 1995",M,Caucasian,British,YA,1984
Wind Spell,"Loehr, Mallory",,Random House,"1997, 1964",F,Caucasian,American,YA,2000
Winners,"Green, Judith H",,Random House,"1997, 1992",,,,LIT,1980
Winning,"Brancato, Robin F",,Random House,"1997, 1995",F,white,American,YA,1977
Winter Fox,"Brutschy, Jennifer",,Random House,"1997, 1996",,,,YA,1993
Without Remorse {Sound Recording],"Clancy, Tom",,Random House,"1997, 1996",M,Caucasian,American,DET,1993
Wise Child,"Furlong, Monica",,Random House,"1997, 1996",F,Caucasian,British,YA,1987
Witch'S Brew,"Hitchcock, Alfred",,Random House,"1997, 1996",M,Caucasian,British,DET,1977
Winter In The Summer Garden,"Templeton, Natasha",,Random House,"1997, 1996",F,,,LIT,2000
Wmac Masters,"Eng, Michael",,Random House,"1998, 1985",M,,,YA,1996
Wolf-Speaker,"Pierce, Tamora",,Random House,"1998, 1994",F,Caucasian,American,FAN,1997
Wolverine,"Hughes, Francine",,Random House,"1998, 1995",F,white,,YA,1994
Wonder Woman,"Penick, Ib",,Random House,"1998, 1997",M,Caucasian,American,FAN,1980
Working The Cats,"Parsons, Graeme",,Random House,"1999, 1964",M,Caucasian,Australian,YA,1992
Worldly Goods,"Korda, Michael",,Random House,"1999, 1980",M,Caucasian,British,LIT,1982
Worldwar,"Turtledove, Harry",,Random House,"1999, 1988",M,Caucasian,American,LIT,1996
Worldwarp,"Carmichael, Claire",,Random House,"1999, 1993",F,Caucasian,Australian,YA,1994
Wrestling Sturbridge,"Wallace, Rich",,Random House,"1999, 1997",M,Caucasian,American,YA,1996
Wrong Man In The Mirror,"Loraine, Philip",,Random House,"1999, 1998",M,Caucasian,British,DET,1975
X-Men Villains,"Shea, Christopher",,Random House,"1999, 1998",,,,YA,1995
Yang The Third And Her Impossible Family,"Namioka, Lensey",,Random House,"2000, 1964",F,Asian,American,YA,1996
Years From Now,"Glickman, Gary",,Random House,"2000, 1972",M,Caucasian,American,LIT,1987
You Could Live If They Let You,"Markfield, Wallace",,Random House,"2000, 1992",M,Caucasian?,American,LIT,1974
You Tell My Son,"Pratt, Rex K",,Random House,"2000, 1993",,,,LIT,1958
You'Re Not My Sister,"Pascal, Francine",,Random House,"2000, 1997",F,Caucasian,American,YA,2000
Young Black Stallion,"Farley, Walter",,Random House,"2000, 1998",M,white,American,YA,1989
Young Indiana Jones And The Circle Of Death,"Mccay, William",,Random House,"2000, 1998",M,Caucasian,American,YA,1990
Young Indiana Jones And The Curse Of The Ruby Cross,"Mccay, William",,Random House,"2000, 1998",M,Caucasian,American,YA,1991
Young Indiana Jones And The Eye Of The Tiger,"Mccay, William",,Random House,"2000, 1998",M,Caucasian,American,YA,1995
Zombies Don'T Do Windows,"Farber, Erica",,Random House,"2000, 1999",F,white,American,YA,1995
Zero,"Lustbader, Eric",,Random House,"2000, 1999",M,,American,DET,1988
Young Indiana Jones And The Gypsy Revenge,"Martin, Les",,Random House,"2000, 1999",M,Caucasian,American,YA,1991
Young Indiana Jones And The Titanic Adventure,"Martin, Les",,Random House,"2000, 1999",M,Caucasian,American,YA,1993
Young Indiana Jones And The Ghostly Riders,"Mccay, William",,Random House,"2000, 1999",M,Caucasian,American,YA,1991
Young Indiana Jones And The Plantation Treasure,"Mccay, William",,Random House,"2000, 1999",M,Caucasian,American,YA,1990
Your Basic Nightmare,"Pascal, Francine",,Random House,"2000, 1999",F,Caucasian,American,YA,"2000, 1999"
Young Wolf And Spirit Horse,"Shefelman, Janice Jordan",,Random House,"2000, 1999",F,Caucasian,American,YA,1997
